,low_frac,high_frac
0,0.3315696649029982,0.7173144876325088
1,0.32098765432098764,0.691358024691358
2,0.2786596119929453,0.7107583774250441
3,0.3350970017636684,0.7178130511463845
4,0.30864197530864196,0.7150442477876107
5,0.2698412698412698,0.6860670194003528
6,0.25396825396825395,0.6984126984126984
7,0.30158730158730157,0.6878306878306878
8,0.30158730158730157,0.7054673721340388
9,0.30212014134275617,0.6878306878306878
10,0.30864197530864196,0.7283950617283951
11,0.31746031746031744,0.691358024691358
12,0.2667844522968198,0.7142857142857143
13,0.31569664902998235,0.691358024691358
14,0.2892416225749559,0.7495590828924162
15,0.2945326278659612,0.6908127208480566
16,0.3262786596119929,0.6878306878306878
17,0.303886925795053,0.654320987654321
18,0.2927689594356261,0.6731448763250883
19,0.31448763250883394,0.7160493827160493
20,0.31216931216931215,0.7019400352733686
21,0.36331569664902996,0.7142857142857143
22,0.2879858657243816,0.7319223985890653
23,0.291005291005291,0.7213403880070547
24,0.32098765432098764,0.715547703180212
25,0.3474426807760141,0.6908127208480566
26,0.2703180212014134,0.7142857142857143
27,0.2892416225749559,0.6872791519434629
28,0.29328621908127206,0.7283950617283951
29,0.2857142857142857,0.7142857142857143
30,0.30864197530864196,0.691358024691358
31,0.2751322751322751,0.7037037037037037
32,0.28975265017667845,0.6984126984126984
33,0.2945326278659612,0.6984126984126984
34,0.30511463844797176,0.7319223985890653
35,0.31040564373897706,0.6943462897526502
36,0.31040564373897706,0.6649029982363316
37,0.2962962962962963,0.6790123456790124
38,0.2927689594356261,0.7001763668430335
39,0.30864197530864196,0.7231040564373897
40,0.30687830687830686,0.6807760141093474
41,0.31746031746031744,0.7054673721340388
42,0.34275618374558303,0.7279151943462897
43,0.2804232804232804,0.6843033509700176
44,0.2927689594356261,0.7107583774250441
45,0.29328621908127206,0.7037037037037037
46,0.2945326278659612,0.6790123456790124
47,0.32098765432098764,0.6878306878306878
48,0.31040564373897706,0.6754850088183422
49,0.31216931216931215,0.7319223985890653
