,low_frac,high_frac
0,0.44680851063829785,0.5555555555555556
1,0.4413793103448276,0.5616438356164384
2,0.4195804195804196,0.5384615384615384
3,0.45517241379310347,0.589041095890411
4,0.3783783783783784,0.58
5,0.3986013986013986,0.5850340136054422
6,0.43448275862068964,0.5337837837837838
7,0.39436619718309857,0.4413793103448276
8,0.40816326530612246,0.5862068965517241
9,0.4295774647887324,0.44755244755244755
10,0.3724137931034483,0.5782312925170068
11,0.32167832167832167,0.5337837837837838
12,0.47183098591549294,0.5170068027210885
13,0.38028169014084506,0.539568345323741
14,0.4513888888888889,0.4791666666666667
15,0.4027777777777778,0.5472972972972973
16,0.4178082191780822,0.589041095890411
17,0.4788732394366197,0.5675675675675675
18,0.3706293706293706,0.5208333333333334
19,0.3333333333333333,0.547945205479452
20,0.40559440559440557,0.5454545454545454
21,0.5067567567567568,0.5492957746478874
22,0.4513888888888889,0.5625
23,0.5172413793103449,0.6180555555555556
24,0.42142857142857143,0.5694444444444444
25,0.3945578231292517,0.6040268456375839
26,0.4861111111111111,0.5714285714285714
27,0.4041095890410959,0.5
28,0.496551724137931,0.6095890410958904
29,0.4657534246575342,0.5594405594405595
30,0.3776223776223776,0.5177304964539007
31,0.4206896551724138,0.5238095238095238
32,0.4236111111111111,0.496551724137931
33,0.44680851063829785,0.4897959183673469
34,0.3958333333333333,0.5714285714285714
35,0.45454545454545453,0.5664335664335665
36,0.375,0.5379310344827586
37,0.4125874125874126,0.5694444444444444
38,0.35507246376811596,0.6086956521739131
39,0.3120567375886525,0.6083916083916084
40,0.4722222222222222,0.5664335664335665
41,0.47586206896551725,0.5374149659863946
42,0.4825174825174825,0.5342465753424658
43,0.39568345323741005,0.5774647887323944
44,0.4652777777777778,0.564625850340136
45,0.4,0.5100671140939598
46,0.41044776119402987,0.4928571428571429
47,0.43356643356643354,0.5100671140939598
48,0.45454545454545453,0.4797297297297297
49,0.410958904109589,0.5167785234899329
