,origin1,origin2,cubed,negative_root3,hyperbola,combined,marker
0,2.1194917322396973,0.7372072208259477,0.17488328808763764,-0.794917108643441,0.11895870419653687,-0.6200338205558034,1
1,-2.625095001786788,0.03153690176437966,-0.47736784871442484,-0.33713021017427225,0.4613234692184231,-0.8144980588886971,2
2,-2.894854781179395,0.009888051526117877,-0.5054489035008619,-0.26129839472899896,0.6601809279299352,-0.7667472982298609,1
3,2.6888824515311693,0.29291817708493256,0.48681760361176984,-0.7378135224135466,0.04454300608652703,-0.25099591880177674,1
4,1.990171585674032,0.24359113405424934,0.18816783688859462,-0.6301203954945064,0.36181452561504335,-0.44195255860591176,0
5,0.055618328820669305,1.0076627030874428,0.1148125276328431,-1.0104068174786203,0.1437561928845591,-0.8955942898457772,2
6,1.9783257023316771,1.3912035699305416,0.18902973001154472,-1.0956732861193839,0.4907987716027621,-0.9066435561078392,2
7,2.8103746439700013,0.13829476147479342,0.3141057432736294,-0.5300623377728885,-0.15249253461755297,-0.21595659449925908,1
8,1.0263794431190405,0.008179128391124075,-0.230459814433065,-0.21484450480931944,-0.17662631808337179,-0.44530431924238445,2
9,-0.5425339026763742,0.03865616198481268,0.011687054651872643,-0.41579100173501826,0.8671327773613038,-0.4041039470831456,1
10,2.9776205795206963,0.07987268757070591,0.5066123930595473,-0.33649634336526413,-0.05407210772192059,0.17011604969428318,1
11,2.719001419896953,0.010422454253609494,0.30433527507670866,-0.21078374985417686,-0.2444419621939194,0.0935515252225318,2
12,-2.6466837302508157,0.2287526537539154,-0.5408596626024587,-0.6290273587705351,0.21630939041329855,-1.1698870213729937,2
13,2.8064153916070698,1.2931150940295708,0.3685903985634034,-1.1642056951280724,0.46945124927470583,-0.795615296564669,2
14,1.655304706099952,0.18061844613298983,0.07126266409120213,-0.6984588337429598,0.07443377739751135,-0.6271961696517576,1
15,-1.1506706619000329,0.6324888377232101,0.0361170343075088,-0.7275928670048735,0.2748468603058502,-0.6914758326973647,2
16,-2.7980559049174674,0.00012311431117950226,-0.4192630243263802,0.005716570985216662,0.7842249375040173,-0.4135464533411635,0
17,-0.873280350609511,1.8077057680555584,0.14748712846016884,-1.3805655654473399,0.6237068701513878,-1.233078436987171,2
18,0.12077659169159105,0.09803593797834578,-0.10352517027766922,-0.38478574930840465,0.18881375427177166,-0.48831091958607387,1
19,2.636334882960014,0.0013684290167053621,0.45457023203808783,-0.018773468387522294,0.8539017180327702,0.4357967636505655,1
20,1.0184218038177413,0.2515161719311847,0.025855669346810318,-0.6187938515081387,0.239394005000443,-0.5929381821613284,1
21,-1.4018479641468606,0.24015963560759382,0.014369304844367763,-0.4617731657858505,0.7034243766158453,-0.4474038609414827,1
22,2.003759133258816,1.799623200771999,0.11725240244791688,-1.1946835486450103,0.4081342690504057,-1.0774311461970933,2
23,2.1943536813228572,1.4698400549363606,0.31849255112574837,-1.2786724777653593,0.1505031469363059,-0.9601799266396109,1
24,-0.17088217015030516,0.09016728602184927,0.029422678199866548,-0.4119010606132962,0.08506546260034059,-0.38247838241342963,1
25,-2.0103122918110032,0.007378705883876556,-0.23043223166277885,-0.17019268853614636,0.6021806133384879,-0.4006249201989252,0
26,2.704320731665322,0.5380083048526717,0.394350511085328,-0.8736525711955619,0.30218716119589495,-0.47930206011023396,1
27,-2.9623401170151737,1.9033871702304097,-0.543873468868237,-1.1819420127753233,0.7919310960802574,-1.7258154816435602,1
28,2.957071073351762,1.905975012982872,0.5660663530993536,-1.4066258180112352,0.1936403092048328,-0.8405594649118816,2
29,2.7718338228499757,0.7116496080802336,0.3079457884616413,-0.7937458319434875,0.5185319806988932,-0.4858000434818462,1
30,2.923352518165866,7.500595376438444e-05,0.4967236543344362,-0.12998491950707536,0.7654230163238644,0.36673873482736086,1
31,1.4066060262818567,0.44592507492835143,0.09519126544635599,-0.8624839509503331,0.44126971398028025,-0.7672926855039771,2
32,-1.9577416163858792,0.004086490880713023,-0.14676844045568188,-0.1712585646335652,1.0484819124900455,-0.3180270050892471,2
33,1.4058400201932724,0.38027018452274175,0.19026377968741587,-0.681189976551726,-0.003827136857166874,-0.4909261968643101,2
34,0.8570646136151665,1.0468320297200882,0.08999358080608773,-0.9989807259563211,0.4164503451633059,-0.9089871451502334,2
35,-2.635495452547657,1.3249515528913838,-0.3668624782967365,-1.1725971473566341,1.1344225930092837,-1.5394596256533706,2
36,0.20094776299903438,0.020158625248367288,0.02183119517704808,-0.3227664271505941,-0.030858477736106532,-0.30093523197354605,1
37,2.6136330396110727,1.4526280070039532,0.3866451608150927,-1.2458388140700805,0.0055257915221970655,-0.8591936532549878,1
38,-0.558788952689687,1.102583726995418,0.03684037823944081,-1.0555556948614335,0.8119667992650829,-1.0187153166219927,1
39,2.836628120397549,0.3126519061597046,0.2739304431145888,-0.5712122213541022,-0.1462587198956779,-0.2972817782395134,1
40,2.4757072980860784,0.023086949126344385,0.27332584079063565,-0.28517090596259004,-0.24791572381904803,-0.011845065171954383,1
41,2.7481572200917705,1.422765702181295,0.266657991985378,-1.038778689834965,0.606583076385575,-0.7721206978495869,2
42,2.7667186719314145,0.23380034772247676,0.5513979054054222,-0.470508573972226,0.5068110829451602,0.08088933143319621,1
43,0.21699686054701672,1.744716800672612,-0.005880594610186539,-1.2626590699620939,0.366771654052614,-1.2685396645722804,2
44,-2.8793676926243377,0.018696767236543933,-0.4967769274327249,-0.2840703148421223,0.8786401293129389,-0.7808472422748471,2
45,2.3392809023197945,1.6947608500106333,0.34570163632146944,-0.9751365976025393,0.026189246932562804,-0.6294349612810699,2
46,-0.09198243290282315,1.62603117899335,0.04221691490455872,-1.0314816318158486,0.34046887525867287,-0.9892647169112899,1
47,0.020921964796880133,0.9252232161219605,-0.11286326827506893,-1.1416664012716689,0.7226412683423536,-1.2545296695467378,0
48,2.0467812580461304,1.405744462479996,0.16440163161352345,-1.081502086009466,0.2369470786133805,-0.9171004543959425,2
49,2.9695358239980214,1.1617819577790938,0.49019913406446813,-1.051199327112682,0.7935693584675431,-0.5610001930482139,1
50,1.2091154915804445,0.013127049177745282,-0.1390997126020862,-0.15325166334638315,-0.07741142484429048,-0.2923513759484694,2
