"","aceB","asnA","atpD","atpG","b1191","b1583","b1963","cchB","cspA","cspG","dnaG","dnaJ","dnaK","eutG","fixC","flgD","folK","ftsJ","gltA","hupB","ibpB","icdA","lacA","lacY","lacZ","lpdA","mopB","nmpC","nuoM","pspA","pspB","sucA","sucD","tnaA","yaeM","yceP","ycgX","yecO","yedE","yfaD","yfiA","ygbD","ygcE","yhdM","yheI","yjbO"
"1",0.956001574897053,-2.22914391350022,1.65690703316886,-4.21080625556432,-0.679941317754515,3.85869294077892,-1.01478800342907,0.672375827328585,-1.91739765136241,1.06739765222158,-1.19003805794491,2.61980453519468,-2.34529646262337,1.98076705573886,-1.17937894890689,-3.18346780584392,-0.782279545976712,-0.785799057495249,-1.93646669419459,-4.77308882042115,1.9227419694731,0.891383595629816,-0.604515403008499,0.0456368358430599,-0.798857751428039,-0.603523745975971,-1.38716372105059,0.0354653229224777,-3.36017308491716,0.364112009240246,1.30339405533624,-3.80801452736908,-1.87237844614875,-0.58906218864078,0.84519140227605,2.84439821135855,-2.13467024469072,1.24923558841533,-0.869015710280212,2.92216228466489,-3.58678564287531,0.828481857386378,-2.75561573854509,2.04340931857483,-2.19991945797189,1.16745326510304
"2",-0.666986707881175,2.53867303771305,-1.92135671718117,0.538195843828461,1.50352070685312,0.823864422788899,1.69543974153643,1.40753216138318,0.4629220524718,1.33087359034856,1.23371483838589,0.523250751840455,1.76473880057882,0.583764771423281,1.20197407851449,-0.164310652101841,1.86192410449541,2.49742548949464,-1.98521385635276,-2.1939576784588,-0.32491225268403,-1.16382663268363,0.989972607672763,0.113867514967492,1.38484208934422,-1.44140814804753,1.73043401164331,-1.23554673279868,-1.76013159102046,1.26747653071481,1.2691047949028,-0.132546182964027,-1.02562888064489,-1.82536220615231,2.14119041480281,0.0875820913432462,1.42198718667554,1.88402101087494,-1.0026818852836,0.197089240753205,-1.08046008395511,0.920091506229573,2.51888165061725,0.632129305880166,1.75091298243458,3.02324715630123
"3",-1.93187197759278,1.49055019435192,-1.05029762420748,-1.26993477410451,-0.429102968705851,1.75756159004407,0.434075304056231,2.43088205991079,0.521373620679872,0.659268447728349,1.15724592962419,-0.288111356983857,0.189646907084013,-1.13621710345801,0.781490568217932,0.199279636890155,0.999822433017358,1.49836442218259,-1.40138145365027,-1.54781984760819,-2.56932527041199,-1.81454810129158,0.455100138364864,-0.576744484905141,1.39338999646463,-1.56625756194487,0.560972105587009,-0.399195138906678,-1.62283698284727,1.0935566294248,2.02919132094417,1.20371651648865,0.288577180602635,0.272849250358881,0.616920399026348,-1.4670738549518,0.883194524835921,-0.0566218811791357,-1.69829927974548,-1.47766123267924,-0.552323480907625,1.26794025134755,1.61109359423212,-1.0165620944171,0.275811143562889,2.47041718030763
"4",-0.225945595153494,1.02242396823236,-1.79031794123215,-3.25962073800069,1.18742795316339,0.944482095695678,2.34577586257301,-0.00550848648333202,-1.69844943873685,1.57611635072772,1.58666590722827,2.06327417603057,0.852180526672603,2.04203077165334,1.61334217549203,-2.20072705166285,1.25397348712259,1.67359874750628,-3.36115537220679,-2.67095476056125,2.98238584338591,-0.711728832637527,0.0510746172617205,0.247097127848236,0.0599747040007902,-2.01105149892457,0.994667433304729,-0.732274644503353,-0.919835506966217,1.54359030908213,0.980279922185366,-3.41303571229654,-2.88214740077724,-2.12395704159811,1.03402720016853,1.54065156401847,2.16176849203769,1.37114879161756,-1.58444350655353,1.84496966030261,-2.14194394376947,1.30076339306424,0.75945947384939,2.83209273849397,1.31624382381734,2.77601780227272
"5",-0.814199673099329,0.360502891649706,-1.17392276159025,-2.33177951642735,0.912380032061291,2.1358464106452,0.886840089448145,2.9620497395952,-1.11712717911439,0.883690851279781,-0.112023604206352,3.24002617182203,0.957421367120221,2.90337982434199,2.5113012914908,-3.46430507587956,0.947714770572285,2.01647363595609,-1.84289663846815,-2.84119783456312,5.09226705174565,-1.0398626860999,-1.3726590690149,-0.924463226582958,-1.31837994670778,-0.119790712881977,1.27313674741419,-0.463707356958538,-2.09951294592877,0.247544858052441,0.438198463452825,-2.61898667344596,-2.59809643763392,-1.83639573657411,1.61929613991733,2.69257708673727,-0.356996160971561,0.108144699246025,-0.46133994963541,2.79426468410947,-2.17966075816471,1.84693032033988,0.94974727451834,2.3710137264262,0.0366158174083007,-0.487025201482449
"6",-1.63819578631203,2.75434368608774,-1.57054694214274,-0.995860281903216,0.528680735806559,3.76342109001499,1.15291519051641,0.550226699880366,0.674216982242395,3.28424481226866,0.882103102174323,0.945409341527069,0.557377370756619,0.541315984786788,0.173686658909716,0.146067737226219,0.993673990902396,1.43171282121381,-1.55056867174977,-2.56346962331761,0.114356292272961,-1.2669570759731,3.33905692243633,2.12883257423938,4.04521255737372,-2.05443248536306,0.950625761988886,-2.98893987977966,-0.353176180865553,2.60981413336583,4.69940101227225,-0.305324474529541,-1.03234529261409,-0.941276188262545,6.18821421336257,0.328059816331768,0.694294899248383,2.85377814526623,-2.88169157533832,0.518148019974293,-1.56150303889379,1.90697476544403,2.54322902281512,0.640848865965938,0.579939638919906,1.59177101432405
"7",-3.05069393624247,3.7570284666027,-3.77827563308982,-1.73060786569505,2.65817891450997,3.40806470057079,4.56170895624948,2.51203462935718,0.107621764104915,1.41575628357136,3.07492907131071,0.726380894693349,2.59002186480575,1.79261453344513,0.701393732025115,-1.24573362807695,2.81008790579255,3.36850996926722,-0.213001119806345,-1.14397628626183,2.65607190677359,-3.64812962609235,1.20863920073593,0.958882681849684,1.69043562242092,-0.636352291993235,2.79165296447236,0.091325434513953,-1.63792424592108,0.662939362371586,1.46536247551743,-1.52032732272939,-1.63079076955229,-2.1017013860914,2.13132187338895,2.04914743808095,3.70007543591494,0.824141312568913,-0.860612888007691,1.42053918655886,-0.468450944439194,1.41946320780767,4.63190900041698,0.95481705063615,2.96234291519376,0.0578165340043837
"8",0.351279204373243,1.46308832406124,-0.539490419906898,-0.408110042926404,0.521668534837873,-0.167515332526998,1.25317662001027,3.09535888123607,1.15134653386177,2.6741176935947,0.264444461105318,-0.36261847464768,-0.640196710986999,0.830790732688018,0.39262335523428,-1.3275801705015,1.01090629202177,-0.407025173240813,0.527183507320254,-0.699345650049548,0.517079651488406,-0.188366665031423,1.60284312797077,1.36861573276553,1.43327767744775,-1.69531594396403,-0.219819220983982,-1.05537161396707,-1.36460956155265,1.60633556020475,2.63060713380387,-0.133151001420848,-0.467175009321771,-1.17336094253932,5.07594216557402,0.442386451896996,0.485274852822711,2.80450939157588,-1.60248610365859,-0.175519762090436,0.0136069685948655,2.98056423485009,1.08486310270266,-0.333790026069514,-0.00552304160299155,3.35963917825378
"9",-0.7331828314158,1.36889996268523,-1.13661509697909,-0.19447521154827,0.72675954351329,2.82404352171238,1.77625769438133,2.47599124834667,-0.405261308766253,2.04898712897289,0.179982070915431,1.48615853359766,0.938056840298238,0.709275662044416,1.32067263998394,-0.41105425244922,0.859272660895109,1.44138137488019,-0.109348192323346,-2.06793317584877,0.617997157623157,-1.18047281802811,2.9603533157802,2.77977779667711,3.89640426777604,-0.571306429220804,1.11270054574189,-0.00948512311070371,-1.62410639106956,-0.245838410316105,0.979066101829288,-0.0635753828238196,-0.128915167910365,-1.11065280368904,3.46117547073639,0.39025492198387,0.101229549106523,1.52154350599487,-0.138297720252526,1.26404070866287,-1.14175100960613,1.0599896824342,1.03333688322155,-0.27315641424973,0.521947467543544,2.84915688338147
"10",-1.3041102461153,2.45766684423429,-2.23179788070184,-2.4879472705593,1.71717809916024,1.42248436522143,2.6348914621734,1.72856264612463,1.89954843194112,1.32000270642558,0.871144792333481,1.54037629448042,0.999208010824976,1.32312921805046,1.95011075430154,-1.64252124292244,1.58324727810556,1.35215966842928,-2.8661178748929,-0.805764020098198,1.26428056773811,-1.73203698013748,-0.118779294244661,-0.517460550447483,0.428528258286357,-0.958047663550755,0.756368868590865,0.00371816198877767,-2.52999702742153,0.445401265571055,0.722478342130858,-2.41555422898667,-3.54251688267376,-2.50349033862402,2.73682166637585,0.375031243886486,1.3741180443933,0.564932292282328,-0.857032914228534,1.57205557727748,-0.121821886682226,2.16398067964714,2.67256769108588,1.91331290678303,1.53734181880875,-0.310259435783782
